_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
267,18018,12,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,CALEDONIA PARK - Cricket Pitch Field (  1)
268,18019,12,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,CALEDONIA PARK - Cricket Pitch Field (  2)
269,29315,12,Fieldhouse,None,Fieldhouse,None,CALEDONIA PARK - Fieldhouse
270,29315,12,Changeroom Facility,None,Changeroom Building,None,CALEDONIA PARK - Fieldhouse
271,32232,12,Parking Lot,None,Outdoor Parking Lot,None,CALEDONIA PARK - Parking Lot (  1)
272,49523,12,Parking Lot,None,Outdoor Parking Lot,None,CALEDONIA PARK - Parking Lot (  2)
273,29758,13,Kitchen,room,Kitchen,None,ADAM BECK COMMUNITY CENTRE - Kitchen
274,29958,13,Dressing Room,None,Change Room,None,ADAM BECK COMMUNITY CENTRE - Dressing Room - Female
275,29959,13,Dressing Room,None,Change Room,None,ADAM BECK COMMUNITY CENTRE - Dressing Room - Male
276,41242,13,Gymnasium,gym,Gymnasium - B,B,ADAM BECK COMMUNITY CENTRE - Gymnasium
277,48087,13,Multipurpose Room,room,Room - C,C,ADAM BECK COMMUNITY CENTRE - Multipurpose Room (  1)
278,48088,13,Multipurpose Room,room,Room - C,C,ADAM BECK COMMUNITY CENTRE - Multipurpose Room (  2)
279,48089,13,Multipurpose Room,room,Room - C,C,ADAM BECK COMMUNITY CENTRE - Multipurpose Room (  3)
280,2242,15,Drinking Fountain,None,Drinking Fountain Count,None,HOME SMITH PARK - Drinking Water Source
281,4284,15,Firepit,None,Firepit,None,HOME SMITH PARK - Firepit (  1)
282,4287,15,Picnic Site,picnic,Picnic Site,None,HOME SMITH PARK - Picnic Site (  2)
283,29527,15,Washroom Facility,None,Washroom Building,None,HOME SMITH PARK - Washroom Building
284,57346,15,Pond,None,Open Water,None,HOME SMITH PARK - Open Water
285,132732,15,Firepit,None,Firepit,None,HOME SMITH PARK - Firepit (  2)
286,2892,16,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CASSANDRA PARK - Outdoor Tennis Court (  1)
287,2893,16,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CASSANDRA PARK - Outdoor Tennis Court (  2)
288,2894,16,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CASSANDRA PARK - Outdoor Tennis Court (  3)
289,2895,16,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CASSANDRA PARK - Outdoor Tennis Court (  4)
290,32233,16,Parking Lot,None,Outdoor Parking Lot,None,CASSANDRA PARK - Parking Lot
291,34382,16,Playground,None,Playground Site,None,CASSANDRA PARK - Playground
292,10451,17,Indoor Pool,pool,Indoor Pool Tank - C,C,ANNETTE COMMUNITY RECREATION CENTRE - Indoor Pool Tank
293,29767,17,Kitchen,room,Kitchen - B,B,ANNETTE COMMUNITY RECREATION CENTRE - Kitchen
294,29997,17,Dressing Room,None,Change Room,None,ANNETTE COMMUNITY RECREATION CENTRE - Dressing Room - Female
295,29998,17,Dressing Room,None,Change Room,None,ANNETTE COMMUNITY RECREATION CENTRE - Dressing Room - Male
296,40823,17,Weight/Cardio Room,None,Room-Fitness/Weight,None,ANNETTE COMMUNITY RECREATION CENTRE - Fitness Centre
297,41259,17,Gymnasium,gym,Gymnasium - A,A,ANNETTE COMMUNITY RECREATION CENTRE - Gymnasium
298,47924,17,Craft Room,room,Room-Craft - C,C,ANNETTE COMMUNITY RECREATION CENTRE - Craft Room
299,48107,17,Multipurpose Room,room,Room - C,C,ANNETTE COMMUNITY RECREATION CENTRE - Multipurpose Room (  1)
300,48108,17,Multipurpose Room,room,Room - C,C,ANNETTE COMMUNITY RECREATION CENTRE - Multipurpose Room (  2)
301,2656,19,Drinking Fountain,None,Drinking Fountain Count,None,ROSETTA MCCLAIN GARDENS - Drinking Water Source
302,29617,19,Washroom Facility,None,Washroom Building,None,ROSETTA MCCLAIN GARDENS - Washroom Building
303,32435,19,Parking Lot,None,Outdoor Parking Lot,None,ROSETTA MCCLAIN GARDENS - Parking Lot
304,41205,19,Picnic Shelter,picnic,Shelter,None,ROSETTA MCCLAIN GARDENS - Picnic Shelter
305,2504,20,Drinking Fountain,None,Drinking Fountain Count,None,ALEXANDER STREET PARKETTE - Drinking Water Source
306,17675,21,Multipurpose Field,None,Multipurpose Field,None,BALMY BEACH COMMUNITY RECREATION CENTRE - Multipurpose Field
307,5156,22,Picnic Site,picnic,Picnic Site,None,ROWNTREE MILLS PARK - Picnic Site (  3)
308,5157,22,Picnic Site,picnic,Picnic Site,None,ROWNTREE MILLS PARK - Picnic Site (  1)
309,23045,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 64)
310,23047,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 66)
311,23050,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 69)
312,23053,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 71)
313,23054,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 72)
314,23056,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 74)
315,23057,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 75)
316,23058,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 76)
317,23059,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 77)
318,23063,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 80)
319,23064,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 81)
320,23066,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 83)
321,23069,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 86)
322,23070,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 87)
323,23071,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 88)
324,29622,22,Fieldhouse,None,Fieldhouse,None,ROWNTREE MILLS PARK - Maintenance Building
325,29622,22,Washroom Facility,None,Washroom Building,None,ROWNTREE MILLS PARK - Maintenance Building
326,32437,22,Parking Lot,None,Outdoor Parking Lot,None,ROWNTREE MILLS PARK - Parking Lot (  3)
327,32438,22,Parking Lot,None,Outdoor Parking Lot,None,ROWNTREE MILLS PARK - Parking Lot (  1)
328,32439,22,Parking Lot,None,Outdoor Parking Lot,None,ROWNTREE MILLS PARK - Parking Lot (  2)
329,57388,22,Pond,None,Open Water,None,ROWNTREE MILLS PARK - Open Water
330,75043,22,Bottle Filling Station,None,Water Bottle Filling Count,None,ROWNTREE MILLS PARK - Drinking Water Source (  1)
331,10453,24,Indoor Pool,pool,Indoor Pool Tank - B,B,BEACHES RECREATION CENTRE - Indoor Pool Tank
332,30026,24,Dressing Room,None,Change Room,None,BEACHES RECREATION CENTRE - Dressing Room - Female (  1)
333,30027,24,Dressing Room,None,Change Room,None,BEACHES RECREATION CENTRE - Dressing Room - Male (  1)
334,40825,24,Weight/Cardio Room,None,Room-Fitness/Weight,None,BEACHES RECREATION CENTRE - Fitness Centre
335,41267,24,Gymnasium,gym,Gymnasium - B,B,BEACHES RECREATION CENTRE - Gymnasium
336,48125,24,Dressing Room,None,Change Room,None,BEACHES RECREATION CENTRE - Dressing Room - Female (  2)
337,48126,24,Dressing Room,None,Change Room,None,BEACHES RECREATION CENTRE - Dressing Room - Male (  2)
338,48127,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  1)
339,48128,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  2)
340,48129,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  3)
341,48130,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  4)
342,48131,24,Playroom,room,Room - C,C,BEACHES RECREATION CENTRE - Playroom
343,29795,25,Kitchen,room,Kitchen - B,B,DAVID APPLETON COMMUNITY CENTRE - Kitchen
344,47957,25,Multipurpose Room,room,Room - B,B,DAVID APPLETON COMMUNITY CENTRE - Multipurpose Room (  1)
345,48181,25,Multipurpose Room,room,Room - C,C,DAVID APPLETON COMMUNITY CENTRE - Multipurpose Room (  2)
346,48182,25,Multipurpose Room,room,Room - C,C,DAVID APPLETON COMMUNITY CENTRE - Multipurpose Room (  3)
347,5120,26,Picnic Site,picnic,Picnic Site,None,SERENA GUNDY PARK - Picnic Site (  1)
348,5121,26,Picnic Site,picnic,Picnic Site,None,SERENA GUNDY PARK - Picnic Site (  3)
349,24111,26,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 35)
350,36503,26,Washroom Facility,None,Washroom Building,None,SERENA GUNDY PARK - Washroom Building
351,80500,26,Outdoor Chess Table,None,Outdoor Chess Table,None,SERENA GUNDY PARK - Outdoor Chess Table (  1)
352,80501,26,Outdoor Chess Table,None,Outdoor Chess Table,None,SERENA GUNDY PARK - Outdoor Chess Table (  2)
353,10454,27,Indoor Pool,pool,Indoor Pool Tank - C,C,BEDFORD PARK COMMUNITY CENTRE - Indoor Pool Tank
354,29773,27,Kitchen,room,Kitchen,None,BEDFORD PARK COMMUNITY CENTRE - Kitchen
355,30028,27,Dressing Room,None,Change Room,None,BEDFORD PARK COMMUNITY CENTRE - Dressing Room - Male
356,30029,27,Dressing Room,None,Change Room,None,BEDFORD PARK COMMUNITY CENTRE - Dressing Room - Female
357,41269,27,Gymnasium,gym,Gymnasium - B,B,BEDFORD PARK COMMUNITY CENTRE - Gymnasium
358,1981,28,Washroom Facility,None,Washroom Building,None,SUNNYBROOK YARD
359,2577,28,Drinking Fountain,None,Drinking Fountain Count,None,SUNNYBROOK PARK - Drinking Water Source (  1)
360,2842,28,Dogs Off-Leash Area,None,Off Leash Area,None,SUNNYBROOK PARK - Off Leash Area
361,10228,28,Practice Wicket,None,Practice Wicket,None,SUNNYBROOK PARK - Practice Wicket
362,13296,28,Drinking Fountain,None,Drinking Fountain Count,None,SUNNYBROOK PARK - Drinking Water Source (  2)
363,24112,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 36)
364,24113,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 37)
365,24114,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 38)
366,24115,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 39)
367,24117,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 40)
368,24118,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 41)
369,24119,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 42)
370,24120,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 43)
371,24121,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 44)
372,24122,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 45)
373,24123,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 46)
374,24124,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 47)
375,24125,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 48)
376,24126,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 49)
377,24128,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 50)
378,24129,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 51)
379,24130,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 52)
380,24131,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 53)
381,24132,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 54)
382,24133,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 55)
383,24134,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 56)
384,24135,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 57)
385,24136,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 58)
386,24137,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 59)
387,24139,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 60)
388,28349,28,Picnic Site,picnic,Picnic Site,None,SUNNYBROOK PARK - Picnic Site (  6)
389,31011,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  1)
390,32467,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Parking Lot (  9)
391,32468,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Parking Lot (  1)
392,32469,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Parking Lot (  8)
393,32470,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Parking Lot (  7)
394,32471,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Parking Lot (  6)
395,32472,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Parking Lot (  5)
396,32475,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Parking Lot (  2)
397,36651,28,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,SUNNYBROOK PARK - Cricket Pitch Field (  1)
398,36652,28,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,SUNNYBROOK PARK - Cricket Pitch Field (  2)
399,36653,28,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,SUNNYBROOK PARK - Cricket Pitch Field (  3)
400,36657,28,Picnic Site,picnic,Picnic Site,None,SUNNYBROOK PARK - Picnic Site (  7)
401,36658,28,Sport Field,sport,Rugby Field - Premier,P,SUNNYBROOK PARK - Rugby Field (  1)
402,36659,28,Sport Field,sport,Rugby Field - Premier,P,SUNNYBROOK PARK - Rugby Field (  2)
403,36661,28,Sport Field,sport,Soccer Field - Premier,P,SUNNYBROOK PARK - Soccer Field (  1)
404,36662,28,Sport Field,sport,Soccer Field - Premier,P,SUNNYBROOK PARK - Soccer Field (  2)
405,36663,28,Sport Field,sport,Soccer Field - Premier,P,SUNNYBROOK PARK - Soccer Field (  3)
406,47122,28,Multipurpose Field,None,Multipurpose Field - Premier,P,SUNNYBROOK PARK - Hockey Field (  1)
407,47123,28,Multipurpose Field,None,Multipurpose Field - Premier,P,SUNNYBROOK PARK - Hockey Field (  2)
408,47124,28,Multipurpose Field,None,Multipurpose Field - Premier,P,SUNNYBROOK PARK - Hockey Field (  3)
409,47125,28,Multipurpose Field,None,Multipurpose Field - Premier,P,SUNNYBROOK PARK - Hockey Field (  4)
410,49535,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Parking Lot ( 10)
411,57398,28,Pond,None,Open Water,None,SUNNYBROOK PARK - Open Water
412,80185,28,Dog Fountain,None,Dog Fountain Count,None,SUNNYBROOK PARK - Drinking Water Source (  3)
413,101363,28,Outdoor Chess Table,None,Outdoor Chess Table,None,SUNNYBROOK PARK - Outdoor Chess Table (  1)
414,101364,28,Outdoor Chess Table,None,Outdoor Chess Table,None,SUNNYBROOK PARK - Outdoor Chess Table (  2)
415,101365,28,Outdoor Chess Table,None,Outdoor Chess Table,None,SUNNYBROOK PARK - Outdoor Chess Table (  3)
416,101366,28,Outdoor Chess Table,None,Outdoor Chess Table,None,SUNNYBROOK PARK - Outdoor Chess Table (  4)
417,132490,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  2)
418,132491,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  3)
419,132492,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  4)
420,132493,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  5)
421,132526,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  6)
422,132527,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  7)
423,132528,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  8)
424,132529,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  9)
425,132530,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment ( 10)
426,132531,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment ( 11)
427,132532,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment ( 12)
428,5006,29,Firepit,None,Firepit,None,TAYLOR CREEK PARK - Picnic Site (  4) - Firepit
429,5007,29,Firepit,None,Firepit,None,TAYLOR CREEK PARK - Firepit (  1)
430,5008,29,Firepit,None,Firepit,None,TAYLOR CREEK PARK - Firepit (  2)
431,5009,29,Picnic Site,picnic,Picnic Site,None,TAYLOR CREEK PARK - Picnic Site (  5)
432,5010,29,Picnic Site,picnic,Picnic Site,None,TAYLOR CREEK PARK - Picnic Site (  4)
433,23932,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 16)
434,23933,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 17)
435,23934,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 18)
436,23935,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 19)
437,23937,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 20)
438,23938,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 21)
439,23939,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 22)
440,23940,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 23)
441,23941,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 24)
442,23942,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 25)
443,23943,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 26)
444,23944,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 27)
445,23945,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 28)
446,23946,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 29)
447,23948,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 30)
448,23949,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 31)
449,23950,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 32)
450,23951,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 33)
451,23952,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 34)
452,23953,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 35)
453,23954,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 36)
454,23955,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 37)
455,23956,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 38)
456,23957,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 39)
457,23959,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 40)
458,23960,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 41)
459,23961,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 42)
460,23962,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 43)
461,23963,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 44)
462,23964,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 45)
463,23965,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 46)
464,23966,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 47)
465,23967,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 48)
466,23970,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 50)
467,23971,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 51)
468,23972,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 52)
469,23973,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 53)
470,23974,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 54)
471,23975,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 55)
472,23977,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 57)
473,23979,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 59)
474,23981,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 60)
475,23982,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 61)
476,23983,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 62)
477,23984,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 63)
478,23985,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 64)
479,23986,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 65)
480,23987,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 66)
481,23988,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 67)
482,23989,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 68)
483,23990,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 69)
484,23992,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 70)
485,23993,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 71)
486,23994,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 72)
487,23995,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 73)
488,23996,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 74)
489,23997,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 75)
490,29209,29,Firepit,None,Firepit,None,TAYLOR CREEK PARK - Firepit (  3)
491,29656,29,Washroom Facility,None,Washroom Building,None,TAYLOR CREEK PARK - Washroom Building (  1)
492,32479,29,Parking Lot,None,Outdoor Parking Lot,None,TAYLOR CREEK PARK - Parking Lot (  2)
493,32480,29,Parking Lot,None,Outdoor Parking Lot,None,TAYLOR CREEK PARK - Parking Lot (  3)
494,32481,29,Parking Lot,None,Outdoor Parking Lot,None,TAYLOR CREEK PARK - Parking Lot (  4)
495,32482,29,Parking Lot,None,Outdoor Parking Lot,None,TAYLOR CREEK PARK - Parking Lot (  1)
496,49596,29,Picnic Site,picnic,Picnic Site,None,TAYLOR CREEK PARK - Picnic Site (  3)
497,49597,29,Picnic Site,picnic,Picnic Site,None,TAYLOR CREEK PARK - Picnic Site (  2)
498,80205,29,Drinking Fountain,None,Drinking Fountain Count,None,TAYLOR CREEK PARK - Drinking Water Source
499,80205,29,Dog Fountain,None,Dog Fountain Count,None,TAYLOR CREEK PARK - Drinking Water Source
500,29781,30,Kitchen,room,Kitchen - B,B,BOB ABATE COMMUNITY RECREATION CENTRE - Kitchen
501,41278,30,Gymnasium,gym,Gymnasium - C,C,BOB ABATE COMMUNITY RECREATION CENTRE - Gymnasium
502,48144,30,Craft Room,room,Room-Craft - C,C,BOB ABATE COMMUNITY RECREATION CENTRE - Craft Room
503,48145,30,Fitness/Dance Studio,None,Room - C,C,BOB ABATE COMMUNITY RECREATION CENTRE - Fitness/Dance Studio
504,48147,30,Multipurpose Room,room,Room - C,C,BOB ABATE COMMUNITY RECREATION CENTRE - Multipurpose Room
